Source,Category,EventName,DateTime,City,VenueName,Address,Link,Description,DateTime_start,DateTime_end,Jour_start,Mois_start,Année_start,Heure_start,Heure_end,lat,lon,duration_h,tags
Ticketmaster,Concert/Sport,24-25 Staff ID,2025-06-30 20:00:00,Nashville,Nashville Predators,,,,2025-01-01 00:00:00,2025-06-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,36.1622767,-86.7742984,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,24-25 Silver ID,2025-06-30 20:00:00,Nashville,Nashville Predators,,,,2025-01-01 00:00:00,2025-06-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,36.1622767,-86.7742984,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,24-25 Platinum ID,2025-06-30 20:00:00,Nashville,Nashville Predators,,,,2025-01-01 00:00:00,2025-06-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,36.1622767,-86.7742984,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Half Member Discount Card 2024-25,2025-07-01 22:00:00,Buffalo,KeyBank Center,,,,2025-01-01 00:00:00,2025-07-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,42.8867166,-78.8783922,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Half Share Discount Card 2024-25,2025-07-01 22:00:00,Buffalo,KeyBank Center,,,,2025-01-01 00:00:00,2025-07-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,42.8867166,-78.8783922,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Full Member Discount Card 2024-25,2025-07-01 23:00:00,Buffalo,KeyBank Center,,,,2025-01-01 00:00:00,2025-07-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,42.8867166,-78.8783922,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Full Share Discount Card 2024-25,2025-07-01 23:00:00,Buffalo,KeyBank Center,,,,2025-01-01 00:00:00,2025-07-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,42.8867166,-78.8783922,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,MAD Arts,2025-09-04 11:30:00,Dania Beach,MAD Arts Gallery,,https://www.universe.com/events/mad-arts-tickets-0BYVF9?ref=ticketmaster,,2025-01-01 00:00:00,2025-09-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,26.0524224,-80.143929,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,GIVEX,2025-09-04 23:00:00,Buffalo,KeyBank Center,,,,2025-01-01 00:00:00,2025-09-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,42.8867166,-78.8783922,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Indiana Trail of Fear (5 Haunted Houses),2025-09-19 19:00:00,Fort Wayne,Downtown Fort Wayne,,https://www.universe.com/events/indiana-trail-of-fear-5-haunted-houses-tickets-SQVWMJ?ref=ticketmaster,,2025-01-01 00:00:00,2025-09-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,41.0799898,-85.1386015,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,The Nightmare Factory Wabash 2025 Haunted House - Flex Ticket,2025-09-19 19:00:00,Wabash,The Nightmare Factory Wabash,,https://www.universe.com/events/the-nightmare-factory-wabash-2025-haunted-house-flex-ticket-tickets-4TP3HY?ref=ticketmaster,,2025-01-01 00:00:00,2025-09-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,38.4615994,-87.8460903,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Dragon Lights Reno 2025 Season Pass,2025-09-26 18:00:00,Reno,Wilbur D. May Arboretum,,https://www.universe.com/events/dragon-lights-reno-2025-season-pass-tickets-RVMCH4?ref=ticketmaster,,2025-01-01 00:00:00,2025-09-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,50.4677626,7.351989,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,FITZGERALDS Creepy Car Route '25!,2025-10-01 19:00:00,Berwyn,FitzGerald's,,https://www.ticketweb.com/event/fitzgeralds-creepy-car-route-25-fitzgeralds-tickets/14513793,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,41.8505874,-87.7936685,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,2025 Bulls Bucks Vouchers,2025-10-16 08:00:00,Durham,Durham Bulls Athletic Park,,,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,54.666667,-1.75,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,UB Distinguished Speakers Series,2025-10-21 19:00:00,Buffalo,UB Center for the Arts - Mainstage Theatre,,https://www.ticketmaster.com/ub-distinguished-speakers-series-buffalo-new-york-10-21-2025/event/000062F7D6EC88B8,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,42.8867166,-78.8783922,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,TPAC NYC Experience 2,2025-10-23 08:00:00,Tulsa,John H. Williams Theatre,,,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,36.1563122,-95.9927516,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Barclays Center Tours,2025-10-24 14:00:00,Brooklyn,Barclays Center,,,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,40.6526006,-73.9497211,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Test Scan,2025-10-24 15:00:00,Fort Lauderdale,Chase Stadium,,,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,26.1223084,-80.1433786,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,"Patriots Hall of Fame - October 24, 2025",2025-10-24 16:30:00,Foxborough,GA events,,,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,42.0653768,-71.2478308,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,"EXXXOTICA New Jersey, 1-Day VIP Admission",2025-10-24 17:00:00,Edison,New Jersey Convention and Exposition Center,,https://www.ticketweb.com/event/exxxotica-new-jersey-1-day-new-jersey-convention-and-exposition-tickets/14186023,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,40.518157,-74.4113926,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,"EXXXOTICA New Jersey, 3-Day ALL-IN VIP Admission",2025-10-24 17:00:00,Edison,New Jersey Convention and Exposition Center,,https://www.ticketweb.com/event/exxxotica-new-jersey-3-day-new-jersey-convention-and-exposition-tickets/14186083,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,40.518157,-74.4113926,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,"EXXXOTICA New Jersey, 1-Day General Admission",2025-10-24 17:00:00,Edison,New Jersey Convention and Exposition Center,,https://www.ticketweb.com/event/exxxotica-new-jersey-1-day-new-jersey-convention-and-exposition-tickets/14186053,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,40.518157,-74.4113926,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,"EXXXOTICA New Jersey, 3-Day VIP Admission",2025-10-24 17:00:00,Edison,New Jersey Convention and Exposition Center,,https://www.ticketweb.com/event/exxxotica-new-jersey-3-day-new-jersey-convention-and-exposition-tickets/14186063,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,40.518157,-74.4113926,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,2025 Fall NASCAR Craftsman Truck Series CLUB 47,2025-10-24 18:00:00,Ridgeway,Martinsville Speedway,,,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.2969047,-91.9895287,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,2025 Fall NASCAR Craftsman Truck Series BRAKE PAD,2025-10-24 18:00:00,Ridgeway,Martinsville Speedway,,,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.2969047,-91.9895287,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,2025 Fall NASCAR Craftsman Truck Series Card Suite,2025-10-24 18:00:00,Ridgeway,Martinsville Speedway,,,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.2969047,-91.9895287,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,2025 Fall NASCAR Craftsman Truck Series SkyDeck,2025-10-24 18:00:00,Ridgeway,Martinsville Speedway,,,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.2969047,-91.9895287,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,2025 Fall NASCAR Craftsman Truck Series Club Panor,2025-10-24 18:00:00,Ridgeway,Martinsville Speedway,,,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.2969047,-91.9895287,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Portland Trail Brazers vs LAClippers,2025-10-24 15:00:00,Inglewood,Intuit Dome,,,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,33.9562003,-118.353132,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,2025 Fall NASCAR Craftsman Truck Series Corp Suite,2025-10-24 18:00:00,Ridgeway,Martinsville Speedway,,,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.2969047,-91.9895287,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Men's Basketball vs. Purdue,2025-10-24 18:00:00,Lexington,Rupp Arena,,,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,38.0464066,-84.4970393,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,TERROR FEST,2025-10-24 17:00:00,Sioux Falls,Club David,,https://www.ticketweb.com/event/terror-fest-club-david-tickets/14506443,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.5461734,-96.7291685,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Honeycomb w/ Mcwavy & Pi Wrecks,2025-10-24 19:00:00,Worcester,Electric Haze,,https://www.ticketweb.com/event/honeycomb-w-mcwavy-pi-electric-haze-tickets/14520883,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,42.2625621,-71.8018877,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Scorey - IYFL TOUR,2025-10-24 20:00:00,Charleston,Music Farm,,https://www.ticketmaster.com/scorey-iyfl-tour-charleston-south-carolina-10-24-2025/event/2D006301B33D7CD8,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,32.7897577,-79.9380043,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,President's Club Guest Pass,2025-10-24 20:00:00,Durham,DPAC,,,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,54.666667,-1.75,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Row C Start,2024-05-25 19:30:00,Manchester,AO Arena,,https://www.eticketing.co.uk/asmglobalmanchester,,2024-01-01 00:00:00,2025-05-01 00:00:00,1.0,1.0,2024.0,00:00,00:00,53.4794892,-2.2451148,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,WhiteLabel Season,2025-07-05 15:00:00,,TestVenueJenna,,https://www.eticketing.co.uk/tmsport,,2025-01-01 00:00:00,2025-07-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,34.220389,70.3800314,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,London Lions Women 2025-26 Season Tickets,2025-09-27 17:00:00,London,New City College,,https://www.universe.com/events/london-lions-women-2025-26-season-tickets-tickets-DX5ZP7?ref=ticketmaster,,2025-01-01 00:00:00,2025-09-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Cadbury World - Standard Entry,2025-10-25 09:00:00,Birmingham,Cadbury World Birmingham,,https://attractions.ticketmaster.co.uk/book/1H48E-TICKETMASTER/#date=2025-10-25,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,52.4796992,-1.9026911,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Inspires Greatest Show,2025-10-25 09:30:00,Norwich ,Epic Studios,,https://www.universe.com/events/inspires-greatest-show-tickets-2YFM5V?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,52.6285576,1.2923954,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Coach Travel (Middlesbrough),2025-10-25 09:30:00,Wrexham,Racecourse Ground,,https://www.eticketing.co.uk/wrexhamafc/EDP/Event/Index/1015,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,53.0465084,-2.9937869,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Thorpe Park Resort - One Day Entry,2025-10-25 10:00:00,Chertsey,Thorpe Park,,https://attractions.ticketmaster.co.uk/book/1FDAA-TICKETMASTER/#date=2025-10-25,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.392296,-0.5038294,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Selhurst Park Stadium Tour,2025-10-25 10:00:00,London,Selhurst Park,,https://www.eticketing.co.uk/cpfc/EDP/Event/Index/769?utm_source=Ticketmaster&utm_medium=Shell-Event&utm_campaign=cl:crystal-palace-chl:Shell-Event-ST-Oct25,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Chessington World of Adventure Resort - One Day Entry,2025-10-25 10:00:00,Surrey,Chessington World of Adventures,,https://attractions.ticketmaster.co.uk/book/1FD6W-TICKETMASTER/#date=2025-10-25,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.2715316,-0.3414524,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,The London Eye - Standard & Group Entry,2025-10-25 10:00:00,London,Lastminute.com London Eye,,https://attractions.ticketmaster.co.uk/book/1F8KJ-TICKETMASTER/#date=2025-10-25,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Madame Tussauds London - Standard Entry,2025-10-25 10:00:00,London,Madame Tussauds London,,https://attractions.ticketmaster.co.uk/book/1F91A-TICKETMASTER/#date=2025-10-25,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Bluey's Big Play,2025-10-25 10:00:00,High Wycombe,Wycombe Swan Theatre,,https://www.ticketmaster.co.uk/blueys-big-play-high-wycombe-25-10-2025/event/3700628ECFAB57A3,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.6317449,-0.75596,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Prehistoric Planet: Discovering Dinosaurs,2025-10-25 10:00:00,London,The Lightroom,,https://attractions.ticketmaster.co.uk/book/1H0MJ-TICKETMASTER/#date=2025-10-25,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,The Blackpool Tower Eye - Standard Entry,2025-10-25 10:00:00, Blackpool ,Blackpool Tower,,https://attractions.ticketmaster.co.uk/book/1FMLG-TICKETMASTER/#date=2025-10-25,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,53.8179442,-3.0509812,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,The Paddington Bear Experience,2025-10-25 10:00:00,London,County Hall,,https://attractions.ticketmaster.co.uk/book/1GUZ8-TICKETMASTER/#date=2025-10-25,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,33.0479706,-79.5530611,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Alton Towers Resort - One Day Entry,2025-10-25 10:00:00,Alton,Alton Towers,,https://attractions.ticketmaster.co.uk/book/1H3HA-TICKETMASTER/#date=2025-10-25,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,38.8908583,-90.1843091,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Warwick Castle - Daily Entry,2025-10-25 10:00:00,Warwick,Warwick Castle,,https://attractions.ticketmaster.co.uk/book/1FL90-TICKETMASTER/#date=2025-10-25,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,52.2814519,-1.5815742,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Sea Life London Aquarium - Standard Entry,2025-10-25 10:00:00,London,County Hall,,https://attractions.ticketmaster.co.uk/book/1F934-TICKETMASTER/#date=2025-10-25,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,33.0479706,-79.5530611,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Afternoon Tea and Highland Cow Experience,2025-10-25 10:00:00,Royston,Highland Cow Cottage,,https://www.universe.com/events/afternoon-tea-and-highland-cow-experience-tickets-79PR31?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,52.0472741,-0.0246467,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,WTT Star Contender London 2025 - Session 9 - Round of 16,2025-10-25 10:15:00,London,Copper Box Arena,,https://www.ticketmaster.co.uk/wtt-star-contender-london-2025-session-london-25-10-2025/event/35006306FB7A24A0,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Venue Premium Tickets - Hot Wheels Stunt Show,2025-10-25 10:30:00,London,"OVO Arena, Wembley",,https://www.ticketmaster.co.uk/venue-premium-tickets-hot-wheels-stunt-london-25-10-2025/event/3700630CE5A37BE5,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Highland Cow Experience,2025-10-25 10:30:00,Royston,Highland Cow Cottage,,https://www.universe.com/events/highland-cow-experience-tickets-QJSD56?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,52.0472741,-0.0246467,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Afternoon Tea and Highland Cow Experience,2025-10-25 10:30:00,Royston,Highland Cow Cottage,,https://www.universe.com/events/afternoon-tea-and-highland-cow-experience-tickets-79PR31?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,52.0472741,-0.0246467,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Tweedy's Massive Solo Show,2025-10-25 11:00:00,London,Underbelly Boulevard,,https://theatre.ticketmaster.co.uk/book/1GXU6-tweedys-massive-solo-show/#perf=1GXU6-E&date=2025-10-25&time=11.00AM,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,FAME*FACTORY,2025-10-25 11:00:00,London,ExCeL,,https://www.universe.com/events/fame-factory-tickets-6DKL04?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,FAME*FACTORY VIP,2025-10-25 11:00:00,London,ExCeL,,https://www.universe.com/events/fame-factory-vip-tickets-35K6JL?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Afternoon Tea and Highland Cow Experience,2025-10-25 11:00:00,Royston,Highland Cow Cottage,,https://www.universe.com/events/afternoon-tea-and-highland-cow-experience-tickets-79PR31?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,52.0472741,-0.0246467,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Afternoon Tea and Highland Cow Experience,2025-10-25 11:00:00,Royston,Highland Cow Cottage,,https://www.universe.com/events/afternoon-tea-and-highland-cow-experience-tickets-79PR31?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,52.0472741,-0.0246467,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,FAME*FACTORY,2025-10-25 11:20:00,London,ExCeL,,https://www.universe.com/events/fame-factory-tickets-6DKL04?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Hot Wheels Stunt Show,2025-10-25 11:30:00,London,"OVO Arena, Wembley",,https://www.ticketmaster.co.uk/hot-wheels-stunt-show-london-25-10-2025/event/370062A9F0824AA8,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,FRAMELESS AUTUMN 2025 (P.),2025-10-25 11:30:00,London,Marble Arch Place,,https://www.universe.com/events/frameless-autumn-2025-p-tickets-37VJNF?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Highland Cow Experience,2025-10-25 11:30:00,Royston,Highland Cow Cottage,,https://www.universe.com/events/highland-cow-experience-tickets-QJSD56?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,52.0472741,-0.0246467,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Afternoon Tea and Highland Cow Experience,2025-10-25 11:30:00,Royston,Highland Cow Cottage,,https://www.universe.com/events/afternoon-tea-and-highland-cow-experience-tickets-79PR31?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,52.0472741,-0.0246467,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,FAME*FACTORY,2025-10-25 11:40:00,London,ExCeL,,https://www.universe.com/events/fame-factory-tickets-6DKL04?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,The Craft Spirit Show: The Ultimate Gin Rum & Vodka Autumn Festival,2025-10-25 12:00:00,Glasgow,SEC Centre,,https://www.ticketmaster.co.uk/the-craft-spirit-show-the-ultimate-glasgow-25-10-2025/event/36006166B2CF19D9,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,55.861155,-4.2501687,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,Mamma Mia! The Party,2025-10-25 12:00:00,London,The O2,,https://theatre.ticketmaster.co.uk/book/1GY5A-mamma-mia-the-party/#perf=1GY5A-3L&date=2025-10-25&time=12.00PM,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport']
Ticketmaster,Concert/Sport,FAME*FACTORY,2025-10-25 12:00:00,London,ExCeL,,https://www.universe.com/events/fame-factory-tickets-6DKL04?ref=ticketmaster,,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport']
