Source,Category,EventName,DateTime,City,VenueName,Address,Link,Description,DateTime_start,DateTime_end,Jour_start,Mois_start,Année_start,Heure_start,Heure_end,lat,lon,duration_h,tags,langue
Ticketmaster,Concerts,The Nightmare Factory Wabash 2025 Haunted House - Flex Ticket,2025-09-19 19:00:00,Wabash,The Nightmare Factory Wabash,,https://www.universe.com/events/the-nightmare-factory-wabash-2025-haunted-house-flex-ticket-tickets-4TP3HY?ref=ticketmaster,Pas de description.,2025-01-01 00:00:00,2025-09-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,38.4615994,-87.8460903,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Dragon Lights Reno 2025 Season Pass,2025-09-26 18:00:00,Reno,Wilbur D. May Arboretum,,https://www.universe.com/events/dragon-lights-reno-2025-season-pass-tickets-RVMCH4?ref=ticketmaster,Pas de description.,2025-01-01 00:00:00,2025-09-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,50.4677626,7.351989,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,FITZGERALDS Creepy Car Route '25!,2025-10-01 19:00:00,Berwyn,FitzGerald's,,https://www.ticketweb.com/event/fitzgeralds-creepy-car-route-25-fitzgeralds-tickets/14513793,"On October 1st, we will release a Map of the best Halloween House Decorations in Berwyn and Oak Park so that you can take a fun FREE family car trip. Make your last stop FITZGERALDS (Closed Mondays) for a FREE SMORES KIT once youve completed the trip!Grab dinner from BABYGOLD BARBECUE***PARKING***There is rather limited street parking in the area, we recommend arriving by rideshare, bicycle, or rickshaw. ***AGE RESTRICTIONS***ALL AGES",2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,41.8505874,-87.7936685,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,2025 Bulls Bucks Vouchers,2025-10-16 08:00:00,Durham,Durham Bulls Athletic Park,,,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,54.666667,-1.75,2.5,['Concert/Sport'],de
Ticketmaster,Concerts,UB Distinguished Speakers Series,2025-10-21 19:00:00,Buffalo,UB Center for the Arts - Mainstage Theatre,,https://www.ticketmaster.com/ub-distinguished-speakers-series-buffalo-new-york-10-21-2025/event/000062F7D6EC88B8,Balcony accessed by stairs only. All sales final. No Refunds or Exchanges. Children over 1 year old need a ticket for admission.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,42.8867166,-78.8783922,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,TPAC NYC Experience 2,2025-10-23 08:00:00,Tulsa,John H. Williams Theatre,,,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,36.1563122,-95.9927516,2.5,['Concert/Sport'],ro
Ticketmaster,Concerts,Barclays Center Tours,2025-10-24 14:00:00,Brooklyn,Barclays Center,,,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,40.6526006,-73.9497211,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Test Scan,2025-10-24 15:00:00,Fort Lauderdale,Chase Stadium,,,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,26.1223084,-80.1433786,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,"Patriots Hall of Fame - October 24, 2025",2025-10-24 16:30:00,Foxborough,GA events,,,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,42.0653768,-71.2478308,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,"EXXXOTICA New Jersey, 1-Day VIP Admission",2025-10-24 17:00:00,Edison,New Jersey Convention and Exposition Center,,https://www.ticketweb.com/event/exxxotica-new-jersey-1-day-new-jersey-convention-and-exposition-tickets/14186023,"For all information regarding tickets, please visit: http://exxxoticaexpo.com/ticketsEvent Time:Friday - 5pm-11pmSaturday - 1pm-10pmSunday - 1pm-6pm",2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,40.518157,-74.4113926,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,"EXXXOTICA New Jersey, 3-Day ALL-IN VIP Admission",2025-10-24 17:00:00,Edison,New Jersey Convention and Exposition Center,,https://www.ticketweb.com/event/exxxotica-new-jersey-3-day-new-jersey-convention-and-exposition-tickets/14186083,"For all information regarding tickets, please visit: http://exxxoticaexpo.com/ticketsEvent Time:Friday - 5pm-11pmSaturday - 1pm-10pmSunday - 1pm-6pm",2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,40.518157,-74.4113926,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,"EXXXOTICA New Jersey, 1-Day General Admission",2025-10-24 17:00:00,Edison,New Jersey Convention and Exposition Center,,https://www.ticketweb.com/event/exxxotica-new-jersey-1-day-new-jersey-convention-and-exposition-tickets/14186053,"For all information regarding tickets, please visit: http://exxxoticaexpo.com/ticketsEvent Time:Friday - 5pm-11pmSaturday - 1pm-10pmSunday - 1pm-6pm",2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,40.518157,-74.4113926,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,"EXXXOTICA New Jersey, 3-Day VIP Admission",2025-10-24 17:00:00,Edison,New Jersey Convention and Exposition Center,,https://www.ticketweb.com/event/exxxotica-new-jersey-3-day-new-jersey-convention-and-exposition-tickets/14186063,"For all information regarding tickets, please visit: http://exxxoticaexpo.com/ticketsEvent Time:Friday - 5pm-11pmSaturday - 1pm-10pmSunday - 1pm-6pm",2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,40.518157,-74.4113926,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,2025 Fall NASCAR Craftsman Truck Series CLUB 47,2025-10-24 18:00:00,Ridgeway,Martinsville Speedway,,,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.2969047,-91.9895287,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,2025 Fall NASCAR Craftsman Truck Series BRAKE PAD,2025-10-24 18:00:00,Ridgeway,Martinsville Speedway,,,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.2969047,-91.9895287,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,2025 Fall NASCAR Craftsman Truck Series Card Suite,2025-10-24 18:00:00,Ridgeway,Martinsville Speedway,,,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.2969047,-91.9895287,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,2025 Fall NASCAR Craftsman Truck Series SkyDeck,2025-10-24 18:00:00,Ridgeway,Martinsville Speedway,,,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.2969047,-91.9895287,2.5,['Concert/Sport'],de
Ticketmaster,Concerts,2025 Fall NASCAR Craftsman Truck Series Club Panor,2025-10-24 18:00:00,Ridgeway,Martinsville Speedway,,,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.2969047,-91.9895287,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Portland Trail Brazers vs LAClippers,2025-10-24 15:00:00,Inglewood,Intuit Dome,,,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,33.9562003,-118.353132,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,2025 Fall NASCAR Craftsman Truck Series Corp Suite,2025-10-24 18:00:00,Ridgeway,Martinsville Speedway,,,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.2969047,-91.9895287,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Men's Basketball vs. Purdue,2025-10-24 18:00:00,Lexington,Rupp Arena,,,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,38.0464066,-84.4970393,2.5,['Concert/Sport'],no
Ticketmaster,Concerts,TERROR FEST,2025-10-24 17:00:00,Sioux Falls,Club David,,https://www.ticketweb.com/event/terror-fest-club-david-tickets/14506443,TERROR FEST,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,43.5461734,-96.7291685,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Honeycomb w/ Mcwavy & Pi Wrecks,2025-10-24 19:00:00,Worcester,Electric Haze,,https://www.ticketweb.com/event/honeycomb-w-mcwavy-pi-electric-haze-tickets/14520883,"This event is 21 and over. Any ticket holder unable to present valid identification indicating that they are at least 21 years of age will not be admitted to this event, and will not be eligible for a refund.",2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,42.2625621,-71.8018877,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Scorey - IYFL TOUR,2025-10-24 20:00:00,Charleston,Music Farm,,https://www.ticketmaster.com/scorey-iyfl-tour-charleston-south-carolina-10-24-2025/event/2D006301B33D7CD8,"Doors at 7:00 pm | Show at 8:00 pm AGE POLICY: Minors 17 & under are required to be accompanied by an adult, age 18 or older. The venue is not responsible for minors on the premises. Parents and/or guardians are responsible for minor children when on the venue premises. Children 2 & under do not need a ticket. CASHLESS VENUE - The Music Farm services all credit and debit payments only. No cash accepted at the box office or bar. ACCESSIBILITY: The Music Farm is a general admission venue. If you have specific needs or questions, please email us at info@musicfarm.com or call 843-853-2252 and we would be happy to help. BAG POLICY: Bags (max size 12"" x 6"" x 12"") are allowed and will be searched upon entry. Exceptions will be made for necessary medical equipment and nursing mothers. We encourage you to pack light with only the necessities to make the entry process as soon as possible.",2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,32.7897577,-79.9380043,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Wake Forest Demon Deacons Football vs. SMU Mustangs Football,2025-10-25 N/A,Winston Salem,Allegacy Federal Credit Union Stadium,,https://www.ticketmaster.com/event/Z7r9jZ1A74Up3,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,36.0998131,-80.2440518,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Masquerade,2025-10-25 N/A,New York,Masquerade NYC,,https://www.ticketmaster.com/event/Z7r9jZ1A7_yrk,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,40.7127281,-74.0060152,2.5,['Concert/Sport'],pt
Ticketmaster,Concerts,Mercyhurst Lakers Football vs. Stonehill Skyhawks Football,2025-10-25 N/A,Erie,Saxon Stadium,,https://www.ticketmaster.com/event/Z7r9jZ1A7bbvp,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,42.1294712,-80.0852695,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Let's Fly - Art Has No Limits,2025-10-25 N/A,Austin,Louis Shanks,,https://www.ticketmaster.com/event/Z7r9jZ1A7btA6,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,30.2711286,-97.7436995,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,President's Club Guest Pass,2025-10-24 20:00:00,Durham,DPAC,,,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,54.666667,-1.75,2.5,['Concert/Sport'],ca
Ticketmaster,Concerts,Row C Start,2024-05-25 19:30:00,Manchester,AO Arena,,https://www.eticketing.co.uk/asmglobalmanchester,Pas de description.,2024-01-01 00:00:00,2025-05-01 00:00:00,1.0,1.0,2024.0,00:00,00:00,53.4794892,-2.2451148,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,WhiteLabel Season,2025-07-05 15:00:00,,TestVenueJenna,,https://www.eticketing.co.uk/tmsport,Pas de description.,2025-01-01 00:00:00,2025-07-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,34.220389,70.3800314,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,London Lions Women 2025-26 Season Tickets,2025-09-27 17:00:00,London,New City College,,https://www.universe.com/events/london-lions-women-2025-26-season-tickets-tickets-DX5ZP7?ref=ticketmaster,Pas de description.,2025-01-01 00:00:00,2025-09-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Cadbury World - Standard Entry,2025-10-25 09:00:00,Birmingham,Cadbury World Birmingham,,https://attractions.ticketmaster.co.uk/book/1H48E-TICKETMASTER/#date=2025-10-25,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,52.4796992,-1.9026911,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Inspires Greatest Show,2025-10-25 09:30:00,Norwich ,Epic Studios,,https://www.universe.com/events/inspires-greatest-show-tickets-2YFM5V?ref=ticketmaster,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,52.6285576,1.2923954,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Coach Travel (Middlesbrough),2025-10-25 09:30:00,Wrexham,Racecourse Ground,,https://www.eticketing.co.uk/wrexhamafc/EDP/Event/Index/1015,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,53.0465084,-2.9937869,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Thorpe Park Resort - One Day Entry,2025-10-25 10:00:00,Chertsey,Thorpe Park,,https://attractions.ticketmaster.co.uk/book/1FDAA-TICKETMASTER/#date=2025-10-25,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.392296,-0.5038294,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Selhurst Park Stadium Tour,2025-10-25 10:00:00,London,Selhurst Park,,https://www.eticketing.co.uk/cpfc/EDP/Event/Index/769?utm_source=Ticketmaster&utm_medium=Shell-Event&utm_campaign=cl:crystal-palace-chl:Shell-Event-ST-Oct25,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport'],de
Ticketmaster,Concerts,Chessington World of Adventure Resort - One Day Entry,2025-10-25 10:00:00,Surrey,Chessington World of Adventures,,https://attractions.ticketmaster.co.uk/book/1FD6W-TICKETMASTER/#date=2025-10-25,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.2715316,-0.3414524,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,The London Eye - Standard & Group Entry,2025-10-25 10:00:00,London,Lastminute.com London Eye,,https://attractions.ticketmaster.co.uk/book/1F8KJ-TICKETMASTER/#date=2025-10-25,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Madame Tussauds London - Standard Entry,2025-10-25 10:00:00,London,Madame Tussauds London,,https://attractions.ticketmaster.co.uk/book/1F91A-TICKETMASTER/#date=2025-10-25,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Bluey's Big Play,2025-10-25 10:00:00,High Wycombe,Wycombe Swan Theatre,,https://www.ticketmaster.co.uk/blueys-big-play-high-wycombe-25-10-2025/event/3700628ECFAB57A3,All ages welcome. Under 16s to be accompanied by an adult over 18. Free for 18 months and under. A max of 9 tickets per person and per household applies. Tickets in excess of 9 will be cancelled.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.6317449,-0.75596,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Prehistoric Planet: Discovering Dinosaurs,2025-10-25 10:00:00,London,The Lightroom,,https://attractions.ticketmaster.co.uk/book/1H0MJ-TICKETMASTER/#date=2025-10-25,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport'],de
Ticketmaster,Concerts,The Blackpool Tower Eye - Standard Entry,2025-10-25 10:00:00, Blackpool ,Blackpool Tower,,https://attractions.ticketmaster.co.uk/book/1FMLG-TICKETMASTER/#date=2025-10-25,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,53.8179442,-3.0509812,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,The Paddington Bear Experience,2025-10-25 10:00:00,London,County Hall,,https://attractions.ticketmaster.co.uk/book/1GUZ8-TICKETMASTER/#date=2025-10-25,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,33.0479706,-79.5530611,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Alton Towers Resort - One Day Entry,2025-10-25 10:00:00,Alton,Alton Towers,,https://attractions.ticketmaster.co.uk/book/1H3HA-TICKETMASTER/#date=2025-10-25,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,38.8908583,-90.1843091,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Warwick Castle - Daily Entry,2025-10-25 10:00:00,Warwick,Warwick Castle,,https://attractions.ticketmaster.co.uk/book/1FL90-TICKETMASTER/#date=2025-10-25,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,52.2814519,-1.5815742,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Sea Life London Aquarium - Standard Entry,2025-10-25 10:00:00,London,County Hall,,https://attractions.ticketmaster.co.uk/book/1F934-TICKETMASTER/#date=2025-10-25,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,33.0479706,-79.5530611,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Afternoon Tea and Highland Cow Experience,2025-10-25 10:00:00,Royston,Highland Cow Cottage,,https://www.universe.com/events/afternoon-tea-and-highland-cow-experience-tickets-79PR31?ref=ticketmaster,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,52.0472741,-0.0246467,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,WTT Star Contender London 2025 - Session 9 - Round of 16,2025-10-25 10:15:00,London,Copper Box Arena,,https://www.ticketmaster.co.uk/wtt-star-contender-london-2025-session-london-25-10-2025/event/35006306FB7A24A0,"What is a WTT Star Contender? Star Contenders are part of the WTT Series, sitting in between WTT Contender and WTT Champions. WTT Star Contenders attract some of the best players from around the world as they seek ranking points to progress to the top-tier WTT Champions and Grand Smash events. They typically have prize money of around $250,000. WTT Star Contender London 2025 is the first time this event has been hosted in this country, There are typically only six Star Contenders around the world each year. The event will last six days and feature men's and women's singles, doubles and mixed doubles competitions. The main draws of the singles feature 48 players made up of players eligible via the world rankings - including up to six from the world's top 20 - plus host wildcards and WTT-nominated players (who can also be from the top 20). Qualifying rounds can feature 32, 48 or 64 singles players per gender and 16 doubles pairs per gender.",2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Venue Premium Tickets - Hot Wheels Stunt Show,2025-10-25 10:30:00,London,"OVO Arena, Wembley",,https://www.ticketmaster.co.uk/venue-premium-tickets-hot-wheels-stunt-london-25-10-2025/event/3700630CE5A37BE5,A max of 10 tickets per person and per household applies. Tickets in excess of 10 will be cancelled.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Highland Cow Experience,2025-10-25 10:30:00,Royston,Highland Cow Cottage,,https://www.universe.com/events/highland-cow-experience-tickets-QJSD56?ref=ticketmaster,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,52.0472741,-0.0246467,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Afternoon Tea and Highland Cow Experience,2025-10-25 10:30:00,Royston,Highland Cow Cottage,,https://www.universe.com/events/afternoon-tea-and-highland-cow-experience-tickets-79PR31?ref=ticketmaster,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,52.0472741,-0.0246467,2.5,['Concert/Sport'],en
Ticketmaster,Concerts,Tweedy's Massive Solo Show,2025-10-25 11:00:00,London,Underbelly Boulevard,,https://theatre.ticketmaster.co.uk/book/1GXU6-tweedys-massive-solo-show/#perf=1GXU6-E&date=2025-10-25&time=11.00AM,Pas de description.,2025-01-01 00:00:00,2025-10-01 00:00:00,1.0,1.0,2025.0,00:00,00:00,51.4893335,-0.1440551,2.5,['Concert/Sport'],en
